title,artist,duration,date,popularity,danceability,tempo
Wasted On You,Louis Futon,224120,2/12/16,0,0.662,88.999
You Were Right - Nora En Pure Remix,R��F��S DU SOL,334549,4/15/16,0,0.898,122.001
Higher Love,Kygo,228267,5/29/20,71,0.693,103.952
By Your Side,Imad,146014,8/28/20,56,0.611,120.004
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,232253,7/24/20,76,0.571,168.169
Piece Of Your Heart - Alok Remix,MEDUZA,166451,6/7/19,75,0.797,124.033
Ocean Drive,Duke Dumont,206320,4/17/20,71,0.67,115.034
Hope,The Chainsmokers,180120,12/14/18,65,0.773,104.941
HEART ATTACK (feat. lau.ra),BRONSON,209600,8/7/20,59,0.735,122.048
Udd Gaye - Bacardi House Party Sessions,Ritviz,180413,11/27/17,0,0.595,144.956
Warrior,Aluna,164692,6/11/20,0,0.755,111.996
Light,San Holo,240500,11/22/16,0,0.572,150.068
Love Like That,Kaskade,216062,3/6/20,47,0.752,123.023
Imagine,Steve Aoki,225000,7/17/20,45,0.645,119.859
Be Kind (with Halsey),Marshmello,172761,5/1/20,77,0.63,93.995
Sweet but Psycho,Ava Max,187436,8/17/18,5,0.719,133.002
Roses,The Chainsmokers,226738,6/16/15,74,0.713,100.001
When I'm Down,Whethan,164680,10/21/16,62,0.827,93.986
Good Nights (feat. Mascolo),Whethan,165618,11/9/18,62,0.849,101.015
Superlove (feat. Oh Wonder),Whethan,184814,11/9/18,56,0.578,98.273
I Wanna Know,RL Grime,206727,7/27/18,56,0.432,82.607
Leaving (feat. Yuna),Ekali,175851,9/28/18,48,0.587,93.974
Mine,Bazzi,131064,4/12/18,76,0.71,142.929
Stay,Chet Porter,245326,8/19/16,0,0.231,80.027
Starlight,Jai Wolf,223058,4/7/17,53,0.312,170.071
All I Want - Manila Killa Remix,Dawn Golden,213913,5/16/14,43,0.699,91.99
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,291293,6/2/87,82,0.709,118.818
Ghostbusters,Ray Parker Jr.,240800,2/8/00,61,0.779,115.384
(I'll Never Be) Maria Magdalena - Single Verison,Sandra,239826,1/1/87,65,0.613,104.1
Like a Prayer,Madonna,340866,3/21/89,64,0.66,111.926
Billie Jean,Michael Jackson,293826,11/30/82,85,0.92,117.046
Conga,Gloria Estefan,255760,1985,60,0.791,122.3
Dr. Beat,Miami Sound Machine,262560,5/10/84,47,0.891,116.625
Wake Me Up Before You Go-Go,Wham!,231333,10/23/84,80,0.62,81.548
Tarzan Boy,Baltimora,378946,1/1/85,72,0.684,107.363
Gloria,Laura Branigan,289853,3/10/82,66,0.776,131.343
Hand on Your Heart,Kylie Minogue,231053,10/9/89,45,0.679,120.517
Tainted Love,Soft Cell,153800,1981,79,0.5,144.438
Venus,Bananarama,229164,1/1/86,67,0.722,126.113
I Should Be So Lucky,Kylie Minogue,204440,7/4/88,56,0.734,116.082
Material Girl,Madonna,240280,9/18/09,77,0.742,136.506
Beat It,Michael Jackson,258040,11/30/82,82,0.776,138.827
Self Control,Laura Branigan,246440,1984,73,0.814,106.679
Straight Up,Paula Abdul,251466,1/1/88,65,0.769,95.862
Like a Virgin,Madonna,218626,11/12/84,72,0.771,119.747
Jump (For My Love),The Pointer Sisters,267226,11/6/83,59,0.842,134.533
Holiday,Madonna,231560,7/27/83,59,0.813,117.548
La Isla Bonita,Madonna,242733,6/30/86,74,0.724,99.9
Girls Just Want to Have Fun,Cyndi Lauper,228120,12/10/07,66,0.705,120.527
Maniac,Michael Sembello,244706,1/1/83,0,0.617,158.86
Don't Stop 'Til You Get Enough,Michael Jackson,365466,8/10/79,76,0.878,118.881
Kids In America,Kim Wilde,205533,1981,70,0.557,159.621
Good Life,Inner City,244773,1989,59,0.716,121.306
Never Gonna Give You Up,Rick Astley,213573,11/12/87,4,0.721,113.309
The Loco-Motion,Kylie Minogue,193920,7/4/88,62,0.748,129
Vogue,Madonna,317080,11/9/90,62,0.748,115.997
Smooth Criminal - 2012 Remaster,Michael Jackson,257760,8/31/87,79,0.853,118.193
Thriller,Michael Jackson,357800,11/30/82,58,0.771,118.392
Brother Louie,Modern Talking,222666,1986,71,0.783,108.966
What A Feeling,Irene Cara,244533,1/1/07,71,0.532,121.97
Sussudio - 2016 Remaster,Phil Collins,263106,1/25/85,67,0.714,121.232
BREAK MY SOUL,Beyonce,278281,6/21/22,86,0.687,114.941
Shivers,Ed Sheeran,207853,10/29/21,88,0.788,141.02
As It Was,Harry Styles,167303,3/31/22,96,0.52,173.93
Heat Waves,Glass Animals,238805,8/6/20,89,0.761,80.87
Burn This Down,Candy Killer,211077,9/16/22,19,0.527,79.888
Bam Bam (feat. Ed Sheeran),Camila Cabello,206070,4/7/22,83,0.756,94.996
Trumpet,Ferki,142202,4/15/22,4,0.75,125.988
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,182437,1/15/21,68,0.88,109.988
Ai Meu Deus,Catha,174315,7/29/22,22,0.63,96.036
Butter,BTS,164441,6/4/21,12,0.759,109.997
Closer (feat. H.E.R.),Saweetie,168873,2/10/22,64,0.833,110.985
Vou me iludir de novo,Catha,167000,4/15/22,31,0.611,80.178
Sacrifice,The Weeknd,188918,1/6/22,80,0.735,122
Don't Start Now,Dua Lipa,183290,10/31/19,80,0.794,123.941
Shivers,Ed Sheeran,207853,9/13/21,78,0.788,141.02
Easier - Seeb Remix,5 Seconds of Summer,165767,7/12/19,60,0.564,97.878
My Universe,Coldplay,228000,9/24/21,85,0.588,104.988
bad guy,Billie Eilish,194087,3/29/19,84,0.701,135.128
I�۪m Ready (with Demi Lovato),Sam Smith,200838,4/16/20,65,0.501,155.051
Sobre mim (talvez) sobre voc̻ - Ac̼stico,Catha,166280,2/11/22,25,0.622,123.227
Don�۪t Dream It�۪s Over,Catha,241625,6/21/22,26,0.471,162.014
"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",Ava Max,175992,8/6/20,58,0.661,129.911
MONTERO (Call Me By Your Name),Lil Nas X,137875,3/31/21,79,0.61,178.818
Creep - mint Singles,R3HAB,161190,3/20/20,58,0.766,126
Com Todo Respeito,Catha,154642,5/20/22,36,0.701,149.862
Nothing Really Matters,Ti��sto,157477,4/17/20,52,0.731,123.022
Say So,Doja Cat,237893,11/7/19,80,0.787,110.962
Don't Cry For Me (with Jason Derulo),Alok,155769,7/10/20,61,0.69,104.046
Dance Monkey,Tones And I,209754,5/10/19,64,0.826,98.083
Break My Heart,Dua Lipa,221820,3/25/20,68,0.73,113.012
Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,159404,3/8/19,57,0.746,111.961
Don't Say Goodbye (feat. Tove Lo),Alok,186700,9/25/20,73,0.698,120.062
Lonely,Joel Corry,190955,1/24/20,49,0.696,123.988
Body Pump,Aluna,258869,4/30/20,0,0.762,120.009
Thinking About You (with Winona Oak),R3HAB,157000,7/17/20,40,0.744,120.022
Midnight (The Hanging Tree),HOSH,178823,1/10/20,59,0.657,123.997
Without You,Brooks,190729,5/1/20,44,0.7,127.893
Vibe,Esta̤̣o 77,179248,12/20/19,42,0.635,104.028
No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,239062,12/31/19,57,0.584,127.972
Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,188640,7/11/19,26,0.607,124.998
Happier,Marshmello,214289,8/17/18,83,0.687,100.015
Someone You Loved - Future Humans Remix,Lewis Capaldi,189052,3/5/19,63,0.65,123.976
Hear Me Now,Alok,194840,10/21/16,75,0.778,121.999
Piece Of Your Heart,MEDUZA,152913,2/1/19,2,0.677,124.08
Brave,Don Diablo,184026,4/26/19,56,0.654,119.85
Physical,Dua Lipa,193829,1/30/20,66,0.647,146.962
No Sleep (feat. Bonn),Martin Garrix,207094,2/21/19,64,0.44,128.133
A Sky Full of Stars,Coldplay,267866,5/19/14,84,0.545,124.97
Who We Are?,GATT��SO,215488,6/29/18,38,0.479,127.001
Bones (feat. OneRepublic),Galantis,205792,1/31/19,61,0.658,120.047
Summer,Calvin Harris,222533,10/31/14,82,0.596,127.949
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,200640,3/1/19,0,0.675,125.037
Mistaken (feat. Alex Aris),Martin Garrix,282480,3/31/19,53,0.424,128.034
More Than You Know,Axwell /\ Ingrosso,203000,7/28/17,81,0.646,123.077
Alone,Marshmello,273802,5/13/16,0,0.636,142.011
I'm Not Alone - 2009 Remaster,Calvin Harris,216805,4/5/19,42,0.613,128.012
Wake Me Up,Avicii,247426,9/13/13,6,0.532,124.08
I Wanna Know,Alesso,240413,4/1/16,61,0.655,115.971
Blame (feat. John Newman),Calvin Harris,214426,9/7/14,7,0.412,127.931
Hey Brother,Avicii,255093,9/13/13,2,0.545,125.014
Ocean (feat. Khalid) - David Guetta Remix,Martin Garrix,195832,8/17/18,55,0.609,127.072
All This Time,Deorro,225159,7/12/19,0,0.66,130.069
My Way,Calvin Harris,219159,9/16/16,76,0.818,119.986
Obsessed,Dynoro,209933,3/22/19,55,0.582,117.948
One Touch (with �ۻJess Glynne),Jess Glynne,197746,9/6/19,0,0.69,124.273
Innerbloom (Radio Edit),R��F��S DU SOL,238067,10/21/16,0,0.572,122.012
Something Just Like This - Don Diablo Remix,The Chainsmokers,230853,4/28/17,52,0.72,124.039
Together,Martin Garrix,221274,10/28/16,54,0.509,127.871
How Deep is Your Love (feat. Disciples),Calvin Harris,212640,7/17/15,77,0.738,122.003
Turn off the Lights (feat. Alexis Roberts),Chris Lake,210546,2/23/18,0,0.824,125.013
Pumped Up,Klingande,177073,11/15/19,58,0.732,123.033
Sun Is Never Going Down (feat. Dawn Golden),Martin Garrix,204418,10/16/16,44,0.506,128.044
Under Control (feat. Hurts),Calvin Harris,184280,10/31/14,73,0.544,126.094
Till The Sky Falls Down,Dash Berlin,230146,3/10/08,0,0.663,131.966
Another Time - Album Edit,Kyau & Albert,235608,2/22/13,36,0.57,131.997
Say It,Phantoms,204693,7/19/19,48,0.745,122.008
"Here We Go (Hey Boy, Hey Girl)",Dimitri Vegas & Like Mike,158095,7/21/18,41,0.583,126.028
More Than Love,Shapov,132480,2/10/17,14,0.579,124.885
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,169303,10/12/18,0,0.585,121.908
Close,Jen Kalicharan,191230,3/27/20,8,0.738,137.985
Locked out of Heaven - Sultan and Ned Shepard Remix,Bruno Mars,410859,1/21/13,44,0.588,128.02
I Found You (with Calvin Harris),benny blanco,191495,11/2/18,59,0.775,122.994
Gotta Know,Andy Bianchini,220800,6/16/17,42,0.638,124.976
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,183636,12/1/17,67,0.526,149.119
Holy Water,Galantis,176657,9/27/19,46,0.587,125.848
Relax,Juliann,137987,2/20/20,21,0.651,103.053
Who's Got Your Love,Cheat Codes,157000,3/15/19,49,0.704,125.027
Lovers on the Sun (feat. Sam Martin),David Guetta,203520,11/27/15,49,0.645,124.915
There For You,Gorgon City,186493,8/16/19,57,0.533,123.971
Let Me Take You There (feat. Laura White),Max Styler,217741,1/31/20,37,0.596,123.987
We Got That Cool (feat. Afrojack & Icona Pop),Yves V,213000,6/28/19,57,0.639,124.01
In The Middle,Alesso,148189,9/6/19,50,0.751,122.991
With You,Kaskade,180840,6/14/19,55,0.362,172.191
Back & Forth,MK,196214,9/7/18,60,0.684,121.993
White Lies,M-22,176377,1/25/19,50,0.427,123.539
Post Malone (feat. RANI) - GATT��SO Remix,Sam Feldt,207619,8/29/19,54,0.542,127.936
Hold Me Closer,Elton John,202245,8/26/22,90,0.667,126.041
CUFF IT,Beyonce,225388,7/29/22,90,0.78,115.042
ALIEN SUPERSTAR,Beyonce,215459,7/29/22,85,0.545,121.892
Talking to Yourself,Carly Rae Jepsen,173200,9/16/22,65,0.732,124.002
Holy (Til You Let Me Go),Rina Sawayama,199002,9/16/22,64,0.505,126.017
Her,Megan Thee Stallion,137107,8/12/22,78,0.945,119.918
This Hell,Rina Sawayama,236078,5/18/22,66,0.628,120.995
Read your Mind,Sabrina Carpenter,207849,7/15/22,67,0.672,120.058
PURE/HONEY,Beyonce,288254,7/29/22,77,0.857,123.973
Maybe You�۪re The Problem,Ava Max,190318,4/28/22,80,0.53,166.02
What I Want,MUNA,243236,6/24/22,60,0.824,120.028
HEATED,Beyonce,260769,7/29/22,78,0.785,110.952
Peligrosa,Javiera Mena,180549,9/30/22,35,0.714,105.035
Hung Up on Tokischa,Madonna,206315,9/16/22,66,0.671,228.008
Everybody�۪s Gay,Lizzo,215799,7/14/22,49,0.699,123.999
Free Yourself,Jessie Ware,234493,7/19/22,66,0.688,119.024
Easy Lover (feat. Big Sean),Ellie Goulding,215937,7/15/22,73,0.675,105.964
Shinigami Eyes,Grimes,159315,1/26/22,66,0.632,116.028
La isla de Lesbos,Javiera Mena,189400,6/10/22,41,0.75,107.039
SUMMER RENAISSANCE,Beyonce,273997,7/29/22,79,0.674,120.004
Missing You,SG Lewis,222650,7/7/22,56,0.717,130.014
Yuck,Charli XCX,138800,3/18/22,66,0.765,100.939
VIRGO'S GROOVE,Beyonce,368758,7/29/22,77,0.683,107.988
Ms. Nasty,Megan Thee Stallion,131560,8/12/22,63,0.836,174.975
Hype Boy,NewJeans,179026,8/1/22,88,0.593,99.976
Follow Me,Pabllo Vittar,177564,3/31/22,55,0.752,129.971
Popular,M.I.A.,186520,8/12/22,57,0.802,100.023
My Love - Edit,Florence + The Machine,177511,3/10/22,66,0.534,121.841
2 Be Loved (Am I Ready),Lizzo,187107,7/14/22,76,0.721,155.932
Baby,Charli XCX,159920,3/1/22,46,0.779,128.04
BAIL�� CON MI EX,Becky G,161880,5/10/22,75,0.761,114.93
CHURCH GIRL,Beyonce,224472,7/29/22,78,0.792,92.028
Buffalo Stance,Robyn,307546,3/3/22,43,0.725,91.778
Hold The Girl,Rina Sawayama,245808,7/27/22,62,0.522,127.026
"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,199314,1/26/22,70,0.668,97.025
Free Woman - Rina Sawayama & Clarence Clarity Remix,Lady Gaga,233901,9/3/21,55,0.574,119.053
Kiss of Life,Kylie Minogue,193720,11/12/21,40,0.694,123.922
MATERIAL GWORRLLLLLLLL!,Madonna,162776,8/5/22,54,0.871,105.038
Beach House,Carly Rae Jepsen,150004,8/5/22,65,0.843,118.003
Sweet Talker,Years & Years,177661,1/21/22,1,0.427,121.004
The Feels,TWICE,198053,10/1/21,7,0.808,120.044
Good Ones,Charli XCX,136614,9/2/21,62,0.764,129.049
My Head & My Heart,Ava Max,174760,1/29/21,38,0.614,116.001
A Second to Midnight - Jodie Harsh Remix,Kylie Minogue,210263,12/31/21,35,0.672,125.015
Narcissus,R�_is�_n Murphy,295438,10/2/20,42,0.774,120.015
BREAK MY SOUL - THE QUEENS REMIX,Beyonce,356000,7/26/22,67,0.765,119.988
"Queen Of Ice - Pet Shop Boys 7"" Mix",Claptone,197075,1/28/22,38,0.667,125
Sorry if I Hurt You,Charli XCX,161493,3/25/22,50,0.556,127.968
Twisted Mind - Edit,Purple Disco Machine,219831,3/3/22,29,0.699,119.074
Hallucination,Regard,174794,2/18/22,74,0.687,123.02
Gasoline,The Weeknd,212165,1/6/22,73,0.728,123.006
Boys Don't Cry,Anitta,136011,1/27/22,67,0.589,164.163
Player Of Games,Grimes,245542,12/3/21,59,0.54,130.943
Imagining,Rina Sawayama,212545,9/16/22,65,0.642,131.043
Sombra,Javiera Mena,185400,9/30/22,34,0.776,125.983
narcisa,Princesa Alba,173427,9/3/21,52,0.764,103.005
Don't Shut Me Down,ABBA,236293,11/5/21,56,0.727,99.991
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,191013,4/23/21,84,0.65,118.091
HMU for a Good Time,Tinashe,247117,3/3/22,51,0.861,121.971
Versions of Me,Anitta,184038,4/12/22,57,0.659,123.038
Love Again,Dua Lipa,258004,6/4/21,58,0.659,115.982
Magic,Kylie Minogue,250680,11/6/20,57,0.732,106.048
Find Love,Hikaru Utada,277854,1/19/22,48,0.85,127.168
Babylon - Bree Runway & Jimmy Edgar Remix,Lady Gaga,168173,9/3/21,50,0.814,115.987
The One,Rita Ora,145626,2/12/21,39,0.707,121.993
911,Lady Gaga,172133,5/29/20,69,0.789,116.007
Sacrifice,Bebe Rexha,160871,3/5/21,64,0.659,119.992
Treat Me,Chl̦e,149865,4/8/22,68,0.708,94.005
Let Them Know,Mabel,148693,6/18/21,63,0.717,125.002
Catwalk (feat. Skeltal Ki),RuPaul,175555,12/3/21,37,0.727,108.004
Out (Out),Little Boots,264827,2/18/22,15,0.875,118.03
Telepath,Conan Gray,194973,10/29/21,73,0.606,75.006
Don't Forget My Love,Diplo,199090,2/11/22,67,0.638,121.041
Drive (feat. Wes Nelson),Clean Bandit,179374,7/30/21,72,0.81,125.994
Sister Ray,Foxes,219865,9/15/21,43,0.635,123.037
Dancing Feet (feat. DNCE),Kygo,215203,2/25/22,80,0.75,105.949
Diva,Javiera Mena,206832,5/25/21,26,0.717,136.021
"besitos, cu�_date",Princesa Alba,222326,9/3/21,44,0.808,117.989
XS,Rina Sawayama,201060,4/17/20,65,0.635,117.039
BDE (feat. slowthai),Shygirl,168173,6/29/21,49,0.715,95.013
Big (feat. Gunna),Rita Ora,156781,2/12/21,45,0.779,111.995
Butterflies...,Slayyyter,108921,6/11/21,52,0.713,124.09
A Drug From God,Chris Lake,192455,11/12/21,62,0.714,126.016
Summer Of Love,Aluna,195711,7/30/21,58,0.717,122.003
Mistress Violet,Violet Chachki,216216,7/30/21,52,0.606,111.007
Culpa - Eurovision Edit,Javiera Mena,180720,1/13/22,25,0.72,124.993
Cleo - Edit,Shygirl,189370,10/26/21,60,0.609,126.025
Troubled Paradise,Slayyyter,241632,6/11/21,49,0.558,118.037
Real Groove - Studio 2054 Remix,Kylie Minogue,262893,1/20/21,31,0.767,119.981
One More (feat. Nile Rodgers),SG Lewis,196182,2/2/21,48,0.722,119.988
Sooner Or Later,Years & Years,200322,1/14/22,54,0.318,120.984
Somewhere Near Marseilles ��_��_��ǋ�ȋ�_��_�_���_��_,Hikaru Utada,714585,1/19/22,50,0.705,114.002
Oxytocin,Billie Eilish,210232,7/30/21,73,0.757,124.951
Hot N Heavy,Jessie Ware,215320,6/11/21,47,0.742,120.025
Take My Breath - Single Version,The Weeknd,220196,8/6/21,74,0.748,121.004
I Wish (feat. Mabel),Joel Corry,181728,10/29/21,72,0.686,123.997
Undo (Back To My Heart),Tinashe,197995,8/6/21,45,0.669,100.066
Here Comes The Night,Agnes,212043,10/1/21,45,0.431,96.967
Last Chance - Extended Mix,Kylie Minogue,281720,12/10/21,26,0.725,119.998
Burning Bridges,Sigrid,172310,8/25/21,50,0.597,117.001
Never Felt Like This (feat. Kiiara),Devault,259672,7/23/21,36,0.592,122.003
Love (Sweet Love),Little Mix,220968,9/3/21,11,0.696,108.032
Starstruck (with Kylie Minogue),Years & Years,206039,5/21/21,44,0.613,113.971
24 Hours,Agnes,241163,5/21/21,55,0.595,119.931
SKIN 2 SKIN,R̻ve,149798,8/13/21,48,0.808,123.135
Eyes Closed,Jessie Ware,266013,6/11/21,36,0.697,117.988
Pasadena,Tinashe,177577,6/4/21,42,0.707,86.033
Cambia el Paso,Jennifer Lopez,245755,7/5/21,63,0.839,102.006
Confetti (feat. Saweetie),Little Mix,185374,4/30/21,14,0.733,107.088
Met Him Last Night - Dave Aud̩ Remix,Demi Lovato,224000,5/12/21,53,0.48,149.991
Ancient Dreams In A Modern Land,MARINA,206080,6/11/21,70,0.578,137.915
How You Like That,BLACKPINK,182956,10/2/20,79,0.812,130.032
Sweet Melody,Little Mix,213693,11/6/20,69,0.448,119.965
Supernova,Kylie Minogue,197880,11/6/20,59,0.568,124
Sour Candy (with BLACKPINK),Lady Gaga,157706,5/29/20,71,0.752,120.006
What�۪s Your Pleasure?,Jessie Ware,278026,6/26/20,58,0.672,115.002
Pressure,Bree Runway,156737,2/7/22,57,0.964,119.025
Cure For Me,AURORA,201640,7/7/21,73,0.722,115.917
Kiss My (Uh Oh),Anne-Marie,176800,7/23/21,50,0.638,103.948
Regardless,RAYE,197573,11/20/20,65,0.749,120.066
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,225600,10/22/21,78,0.8,100.015
The Difference,Daya,210488,5/14/21,56,0.655,113.011
If It Ain�۪t Me,Dua Lipa,195351,2/11/21,67,0.809,114.986
Forever - SOPHIE Remix,FLETCHER,219212,5/22/20,41,0.781,126.956
Stupid Boy (feat. Big Freedia),Slayyyter,232876,11/5/21,48,0.804,126.031
Say So (feat. Nicki Minaj) - Original Version,Doja Cat,206760,5/8/20,47,0.822,110.997
Please - Single Edit,Jessie Ware,219933,4/28/21,49,0.665,120.032
"I'm Every Woman - From ���Black History Always / Music For the Movement Vol. 2""",Tinashe,219348,2/26/21,54,0.785,115.031
That Kind Of Woman (Jacques Lu Cont Remix),Dua Lipa,289413,9/11/20,34,0.708,124.505
Dance Floor Darling,Kylie Minogue,192880,11/6/20,43,0.429,107.295
Crying at the Discotheque,Sophie Ellis-Bextor,231413,9/18/20,40,0.628,138.037
About Work The Dancefloor - Edit,Georgia,194119,1/10/20,44,0.633,109.983
Midnight Sky,Miley Cyrus,223280,11/27/20,77,0.699,109.976
Alice,Lady Gaga,177600,5/29/20,65,0.723,123.036
Clouds,Slayyyter,190990,6/11/21,47,0.66,123.939
Bang Bang,Rita Ora,179578,2/12/21,56,0.764,122.992
BOYSHIT,Madison Beer,160397,12/11/20,53,0.638,121.122
We're Good,Dua Lipa,165506,2/11/21,60,0.722,134.01
Bouncin,Tinashe,176020,7/9/21,42,0.715,166.091
Selfish Love (with Selena Gomez),DJ Snake,168648,3/12/21,55,0.723,110.963
Leave Before You Love Me (with Jonas Brothers),Marshmello,154983,5/21/21,86,0.721,119.976
motive (with Doja Cat),Ariana Grande,167989,10/30/20,79,0.789,116.965
EveryTime I Cry,Ava Max,177855,6/8/21,69,0.727,127.035
Crave,Years & Years,196135,9/28/21,47,0.632,128.006
Comme Des Gar̤ons (Like The Boys),Rina Sawayama,181506,1/17/20,35,0.724,119.162
Ain't About You (feat. Kiiara),WONHO,204333,2/26/21,51,0.781,110.033
Save A Kiss - Single Edit,Jessie Ware,218278,5/7/20,36,0.658,119.984
MAGO,GFRIEND,199133,11/9/20,69,0.621,120.062
Lovesick Girls,BLACKPINK,194765,10/2/20,74,0.654,127.97
Night Crawling (feat. Billy Idol),Miley Cyrus,189013,11/27/20,63,0.638,134.022
ATM (feat. Missy Elliott),Bree Runway,187991,11/6/20,50,0.872,111.011
Iam The Stripclub,Iggy Azalea,168601,7/2/21,50,0.943,126.008
In Your Eyes (with Doja Cat) - Remix,The Weeknd,237911,5/21/20,66,0.679,99.984
Please Don't Disturb,Initial Talk,236200,7/2/21,21,0.731,123.002
Consequences,Years & Years,185172,1/21/22,0,0.739,117.983
Mirror,Sigrid,156167,5/26/21,61,0.735,116.94
Marry The Night,Kylie Minogue,279600,6/11/21,42,0.629,130.955
Replay,Lady Gaga,186653,5/29/20,66,0.658,122.015
I CAN'T STOP ME (English Version),TWICE,205484,11/30/20,57,0.645,149.959
Don't Start Now - Live in LA Remix,Dua Lipa,340075,1/28/20,52,0.674,124.022
Soul Control,Jessie Ware,239280,6/26/20,51,0.892,124.016
Ya No Quieres Quererme,Princesa Alba,189336,7/24/20,54,0.745,110.039
Miss a Thing,Kylie Minogue,236266,11/6/20,52,0.715,114.999
Naked,Ava Max,222094,9/18/20,0,0.683,111.955
Experience,Victoria Mon̩t,176773,8/7/20,60,0.614,112.023
2000 s2,Lu�_sa Sonza,159874,7/18/21,59,0.836,106.018
Cry About It Later,Katy Perry,189772,8/28/20,55,0.692,126.004
Fever,Dua Lipa,156910,10/29/20,70,0.868,114.999
Time After Time (feat. Jessie Ware),Franky Wah,196519,12/6/19,37,0.642,122.03
Do It,Chloe x Halle,176786,6/3/20,67,0.725,82.966
Gimme What I Want,Miley Cyrus,151720,11/27/20,63,0.659,89.983
OMG What's Happening,Ava Max,179831,9/18/20,0,0.698,124.042
Fingers Crossed,Agnes,203330,10/30/20,44,0.756,125.02
DAMN DANIEL (feat. Yung Baby Tate),Bree Runway,172993,11/6/20,41,0.77,108.049
Joan of Arc on the Dance Floor,Aly & AJ,206866,5/8/20,35,0.649,119.992
All The Things She Said,Poppy,221498,6/3/20,63,0.556,90.042
Prisoner (feat. Dua Lipa),Miley Cyrus,169333,11/27/20,80,0.781,127.99
No,Little Mix,183021,11/12/21,62,0.793,120.008
Champagne Problems,Katy Perry,196218,8/28/20,51,0.711,108.883
I Love It,Kylie Minogue,230080,11/6/20,49,0.573,119.873
love language,Ariana Grande,179860,2/19/21,52,0.688,110.034
L.O.V.E,BoA,196200,12/1/20,34,0.693,114.983
miss u bb,Princesa Alba,193965,6/18/21,30,0.68,122.005
Impossible,Jessie Ware,222333,6/11/21,38,0.668,126.983
Chemicals,SG Lewis,254871,4/24/20,56,0.616,113.982
Sweet Spot,Kim Petras,194086,6/28/19,2,0.649,115.004
Waiting For You,Anabel Englund,225605,4/30/21,44,0.621,122.987
Spa,Icona Pop,199819,10/16/20,48,0.688,124.966
LUCID,Rina Sawayama,218108,11/25/20,50,0.672,125.983
Marea (we�۪ve lost dancing),Fred again..,285375,4/15/21,71,0.761,123.023
Love Line (with Tinashe),Shift K3Y,165094,4/23/21,52,0.726,120.494
Overtime,Jessie Ware,279293,6/11/21,36,0.68,115.002
Tucked,Katy Perry,187436,10/16/20,29,0.775,123.005
TASTY,Shygirl,144200,2/9/21,45,0.676,129.991
Love Of Your Life,RAYE,196333,11/20/20,49,0.622,111.971
4:15,Claudia Valentina,200920,10/30/20,15,0.662,102.918
Happiness,Little Mix,197640,10/16/20,42,0.642,125.932
Boy Next Door,Leah Kate,142500,5/14/21,47,0.876,111.008
positions,Ariana Grande,172324,10/23/20,9,0.736,144.005
MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION,Lil Nas X,170054,3/31/21,66,0.511,119.248
MODO TURBO,Lu�_sa Sonza,150259,12/21/20,62,0.655,160.064
React,The Pussycat Dolls,204176,2/7/20,61,0.745,120.014
Stupid Love,Lady Gaga,193530,2/28/20,33,0.676,117.973
Say Something - F9 Club Mix,Kylie Minogue,394026,11/12/21,24,0.566,120.997
What the Future Holds - Single Mix,Steps,228800,11/27/20,38,0.544,127.967
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,213671,9/29/20,49,0.58,115.016
Flash Pose,Pabllo Vittar,152932,7/26/19,48,0.773,124.017
Let Me Reintroduce Myself,Gwen Stefani,191837,12/7/20,48,0.611,85.992
Bet You Wanna (feat. Cardi B),BLACKPINK,161167,10/2/20,65,0.653,111.712
Wasabi,Little Mix,154786,11/16/18,67,0.847,114.001
Easy (with Kacey Musgraves feat. Mark Ronson),Troye Sivan,213571,12/10/20,67,0.581,143.005
Birthday Suit,Duckwrth,172035,5/13/21,40,0.807,113.009
Impact (feat. Robyn & Channel Tres),SG Lewis,283406,8/5/20,45,0.67,116.045
I Don�۪t Search I Find,Madonna,248004,6/14/19,39,0.557,122.047
Feed The Fire (feat. Lucky Daye),SG Lewis,245471,10/26/20,50,0.849,121.997
Shellfish Mademoiselle - Paul Woolford Remix,R�_is�_n Murphy,207625,5/28/21,28,0.619,123.968
Noir - Radio Edit,Yelle,161652,4/7/21,35,0.848,121.047
Celebrity,Slayyyter,201613,9/17/19,47,0.618,122.928
Hits Different,Astrid S,158366,10/16/20,43,0.704,103.699
Real Groove,Kylie Minogue,194760,11/6/20,53,0.816,116.995
Faz Gostoso (feat. Anitta),Madonna,245706,6/14/19,53,0.777,130.05
Poster Girl,Zara Larsson,177054,3/5/21,48,0.787,119.907
